Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude
Baindt,47.84186,9.661164,Esso Tankstelle,47.811687144952025,9.637253000398665
Baindt,47.84186,9.661164,Aral,47.817805514048246,9.64223180394846
Berg,47.816128,9.595867,Aral,47.775655940709264,9.604378046572632
Berg,47.816128,9.595867,Shell,47.77973756,9.58624516
Berg,47.816128,9.595867,Aral,47.81205991,9.64072513
Berg,47.816128,9.595867,Bosch Service,47.821468891849264,9.636641767263628
Berg,47.816128,9.595867,RAN,47.81039566210624,9.627820356635715
Berg,47.816128,9.595867,Tankstelle Roth,47.776347,9.618581
Berg,47.816128,9.595867,Esso Tiger Wäsche,47.769568421059155,9.620649241986769
Berg,47.816128,9.595867,schindele - waschpark,47.78996890811547,9.607973120231952
Berg,47.816128,9.595867,Esso Tankstelle,47.811687144952025,9.637253000398665
Berg,47.816128,9.595867,Jet Ravensburg,47.79183067884173,9.62278425693512
Berg,47.816128,9.595867,Boss Tankstelle,47.82900689688629,9.651685031726565
Berg,47.816128,9.595867,Aral,47.817805514048246,9.64223180394846
Illmensee,47.862015,9.37451,Tankstelle,47.863135,9.423995
Pfullendorf,47.923774,9.255547,Esso,47.9246711730957,9.25516128540039
Pfullendorf,47.923774,9.255547,Esso,47.929574,9.243034
Pfullendorf,47.923774,9.255547,JET,47.934834,9.239961
Pfullendorf,47.923774,9.255547,Aral,47.92773907560452,9.243410056904654
Wald,47.937975,9.172005,JET,47.934834,9.239961
Wald,47.937975,9.172005,Esso,47.929574,9.243034
Wald,47.937975,9.172005,Aral,47.92773907560452,9.243410056904654
Herbertingen,48.061061,9.438105,JET,48.06301838159971,9.414759997330997
Bad Saulgau,48.013864,9.499183,AUTOWELT,48.01030898710339,9.496515301656803
Bad Saulgau,48.013864,9.499183,Shell,48.0066933,9.51388072
Bad Saulgau,48.013864,9.499183,Aral,48.01914342,9.49702003
Bad Saulgau,48.013864,9.499183,JET,48.019145284935924,9.492520505275184
Bingen,48.110738,9.272341,JET,48.090058744644224,9.222750980249305
Bingen,48.110738,9.272341,ECO-Tankstelle,48.06863999999999,9.26099
Bingen,48.110738,9.272341,Shell,48.08819067,9.23025274
Bingen,48.110738,9.272341,Aral,48.08664942,9.21202746
Bingen,48.110738,9.272341,ECO-Tankstelle,48.090218375866975,9.224985523307312
Inzigkofen,48.070376,9.179892,Aral,48.075856778085665,9.193518161773682
Inzigkofen,48.070376,9.179892,JET,48.090058744644224,9.222750980249305
Inzigkofen,48.070376,9.179892,Shell,48.08819067,9.23025274
Inzigkofen,48.070376,9.179892,Aral,48.08664942,9.21202746
Inzigkofen,48.070376,9.179892,ECO-Tankstelle,48.090218375866975,9.224985523307312
Inzigkofen,48.070376,9.179892,SB Tankstelle,48.08872840865119,9.209232060903947
Sigmaringen,48.086623,9.214788,Aral,48.08664942,9.21202746
Sigmaringen,48.086623,9.214788,Aral,48.075856778085665,9.193518161773682
Sigmaringen,48.086623,9.214788,JET,48.090058744644224,9.222750980249305
Sigmaringen,48.086623,9.214788,Shell,48.08819067,9.23025274
Sigmaringen,48.086623,9.214788,ECO-Tankstelle,48.090218375866975,9.224985523307312
Sigmaringen,48.086623,9.214788,ECO-Tankstelle,48.06863999999999,9.26099
Sigmaringen,48.086623,9.214788,SB Tankstelle,48.08872840865119,9.209232060903947
Sigmaringendorf,48.067985,9.261616,ECO-Tankstelle,48.06863999999999,9.26099
Sigmaringendorf,48.067985,9.261616,Aral,48.075856778085665,9.193518161773682
Sigmaringendorf,48.067985,9.261616,JET,48.090058744644224,9.222750980249305
Sigmaringendorf,48.067985,9.261616,ECO-Tankstelle,48.090218375866975,9.224985523307312
Sigmaringendorf,48.067985,9.261616,Aral,48.08664942,9.21202746
Sigmaringendorf,48.067985,9.261616,Shell,48.08819067,9.23025274
Sigmaringendorf,48.067985,9.261616,Aral,48.044409,9.322133
Sigmaringendorf,48.067985,9.261616,SB Tankstelle,48.08872840865119,9.209232060903947
Stetten am kalten Markt,48.121999,9.077554,Eco-Tankstelle,48.12578,9.078445
Stetten am kalten Markt,48.121999,9.077554,Avia Tankstelle,48.12597,9.078629
